loan_id,customer_id,loan_amount,interest_rate,start_date
LON4ODYLKKQG62B,CUSRMUQXLN1N23K,295379.71,5.56,9/5/2019
LONUVRCBBVC3D4E,CUS84OTYBC6HG1A,208630.35,13.45,11/10/2021
LONT6C4R4ORCKSD,CUS2LOL492VVO1L,291824.91,10.41,12/6/2023
LONCP542WVC5H2O,CUS6ATJRVAYEJEE,285678.51,5.41,4/24/2022
LONRS6Y35T67DX4,CUSLR8U6PXOD7VZ,79113.77,7.13,12/12/2023
LONX8M3DYFJIPAV,CUSJ39CZXUTYPIT,88539.68,6.66,5/27/2022
LONAW1XR4BLY3K5,CUSOVPB32WTAU3T,93769.55,10.9,6/12/2022
LONY1B6T5BRA2YS,CUSTC9W21EUIC60,149193.93,12.68,9/1/2025
LON64SWLF919NDS,CUSU68N52SZKVL8,204007.25,2.88,2/6/2019
LONKIT1E3S6YMWE,CUSY9U3ITOY6LQ7,271496.48,7.91,12/13/2024
LONTP1TF2FFX3B3,CUS5NEQNXI7SQQG,69779.83,11.6,7/17/2019
LONHFGQEOOO6V1C,CUSNLM6A1JT6Y3T,210185.58,12.86,1/28/2024
LONPFXNI0O8UHFS,CUS0CNWQ21KNPKI,194727.15,10.11,5/5/2022
LONREDDHENK4GHZ,CUSXJTHSQ697F88,98931.24,8.33,5/24/2025
LONWZ3WE0WOTLID,CUS04THQ8NDQW3L,244398.96,11.38,6/5/2025
LONWMJNJP95JXGU,CUSZ047U6LW2DDB,40802.47,10.32,1/19/2024
LONZQCZ69TD73XN,CUSGGJWFBWG2KO5,160023.37,3.99,3/15/2020
LONDHSEPIW8ER1L,CUSNUANE1Y7ZHDO,72854.01,7.61,6/13/2022
LONY5ACYXSDZYFU,CUSP9FBWMB53HGC,69892.49,7.79,2/6/2024
LONBXZZ94AGNLA1,CUSSGJE5TDQL42O,175736.59,6.35,3/11/2024
LONAU59JMA6810W,CUSPJUT9ZDP6CHC,249486.83,5.29,8/30/2020
LONYHORN2YO3AU3,CUSQL910N2Y59F7,99854.51,8.22,1/17/2024
LONALGTVBUY49FJ,CUSJ595L3D1E07G,237823.78,5.14,5/9/2021
LONIM9CB4LKOCWR,CUS9OBUETFYMH17,190157.42,11.43,11/21/2023
LONV7MG5543MXB4,CUSCFH264U9K81L,61480.99,10.26,1/28/2022
LONVNBEUCZ6OAI4,CUSIG51CLQ71M6X,269587.3,11.97,4/7/2019
LONS0L5HGOE6A8H,CUSORUNEKMUSN79,110922.98,4.95,12/11/2023
LONTYAH5RCTB8U0,CUSPZQKC4UZG5QU,75117.03,14.49,11/28/2022
LONLZKJVS2MJR2A,CUSL7F1ZHMGQVUR,43536.72,9.85,11/8/2023
LONMPNOQA25BYGI,CUS0B5P8PFYZVG9,58716.48,10.8,12/1/2022
LONLMM95G45JH15,CUSZ8SW4RXGHXP4,263603.43,5.36,3/13/2023
LONJ6J5LRRSRQZG,CUS4WP841OVHOA0,70898.78,2.56,7/12/2024
LONB4Y1T8LDH12E,CUSMSQJ1410AY5T,54329.06,13.94,6/28/2021
LONCKWURVPIUJ3J,CUS1QXUFFUC503T,138156.95,7.34,8/1/2025
LONVP1PF8NPPEDZ,CUSWWE3AZSF6T6F,127314.68,6.19,12/22/2020
LONENSEU2SFX1HI,CUSVM6293CWOTJH,181304.18,10.27,8/22/2020
LONFH52K4W8OE0C,CUS2QWV6EDZPI8W,264991.56,3.99,10/23/2019
LON83HW52C7OX1B,CUS3ZZGVAW8Y7FM,43324.43,3.38,8/19/2025
LONQLYG3F8GGITV,CUSCYAZY9GAE52M,132811.36,13.93,7/20/2019
LONM8GO8AS4AJ84,CUSH2E8098I9K5B,13582.19,4.78,2/24/2025
LONA6Y1FYE64BND,CUSRE2V7YWLI1JS,88783.97,8.52,8/25/2021
LON1VWDU4FOP7PK,CUSQZDL0CYQ5AFP,143327.77,7.96,12/19/2021
LONJ2CFEY2MWQ4D,CUS3UP12LA68FM2,22098.03,9.63,3/6/2025
LON2XK7GZYBY8AI,CUSC5CRNUFZPNVW,259009.71,9.27,12/1/2020
LONSCFUFHDJ67F0,CUSHUFUPC5GV2SP,173482.62,9.08,11/8/2019
LON01PHF47AXJG7,CUSPIFN57T6FS7K,171213.9,11.23,9/21/2020
LONIL9XKR2ZB6P9,CUS5HN0RZIF5FME,136308.82,13.7,1/24/2020
LONG3CCC335W0P1,CUSS7SGGVC4325G,17361.03,3.75,4/4/2025
LONQ4F0MIUFDJOF,CUS806EPODKSVQN,138732.05,5,10/18/2025
LON1WI0VRD3YWX2,CUSX9S5Q7OQM27G,139804.01,7.76,7/5/2020
LONF18DHKVI5U2P,CUS63ND7QA90O08,75686.17,7.49,7/4/2020
LON4OI4GDNSRKA3,CUSJ0SU7UKTIZFV,5770.23,4.77,9/10/2023
LONRSD7OTDUD2EW,CUSZKXCZA2OA8JF,235250.6,9.63,5/4/2025
LONP8KYVKYJVQYE,CUS6BG352WEIIME,180571.14,12.95,12/9/2023
LON7VWPUDVO7R4K,CUSG6G6SKOXHHSS,111674.91,11.63,5/28/2021
LONBUHJMY06JVJ3,CUSQXAR72RW4SFM,282560.95,11.28,1/17/2021
LONAUPAVYYBFK1W,CUSUY2VCQ7Q5EZJ,23413.93,6.04,10/16/2023
LON0XEOAWGIXIAA,CUS1MUOCERI9MQZ,299531.41,3.66,2/17/2025
LONWZ8G2D46RWNU,CUS990SCN035UZN,245265.45,3.84,1/12/2021
LONECC20UJ0SQ4Y,CUSVXRCF4E5A36Q,90767.34,4.88,2/16/2022
LON2AGAHLV685P1,CUSTWCPG4MXLPZA,156594.62,6.79,8/2/2020
LONU5H9M8BMABFK,CUS4N0QVI096IPA,215227.41,13.26,4/23/2024
LONUWV4ZALX8MP8,CUS546GDQN4FHN3,124347.83,6.72,9/28/2022
LONV6PY7V8FNSOH,CUSZI0KQRSRLXV4,192477.99,4.39,4/5/2020
LONHQ3KWN7RDXS4,CUS0783006SQFMM,208965.01,3.09,3/7/2025
LONW0XH4VAK7V6N,CUSJB6OZL5HERAM,196590.24,8.18,11/25/2023
LON8HDVVG06L8AV,CUSAJG1C04JFLIO,240332.47,13.75,9/25/2024
LONBESF3H7L7XWQ,CUSEE3QHPW08NS9,161494.09,7.55,6/25/2019
LONPKUO2K7YFY9R,CUSFFJEQBBKS9K6,182410.94,2.47,6/16/2021
LON836HMYU1OTIJ,CUSN5T7I1XYRNLL,283364.8,6.32,4/12/2023
LONGKRRMD79PPY5,CUSKCOJ3JRDNKOU,223528.78,3.43,2/21/2025
LON1HUF8GODXNA2,CUSW0P483WO260L,236817.46,9.44,3/29/2023
LON7J34VVNLT4FV,CUS0M3TJNHYG8BW,179214.45,7.49,12/19/2021
LONH6880UNG2ADR,CUSNHW02MMTKSG5,159472.67,8.87,5/3/2022
LONPUOPKAMO6R75,CUSUP5HBJN1Z2RN,299200.93,12.1,4/3/2022
LON4JP0PBZSDF17,CUSFN01JPPQPXYK,277309.59,13.17,4/8/2022
LONVSKE3MW72CSS,CUSU9BI3NY0JOHE,57429,11.23,10/7/2024
LONWSMFPY4QTZT0,CUS1NQE6QP2P8X1,155944.3,3.44,9/13/2020
LONMSQ9IAPNGWUE,CUSILHX63558A2V,32266.59,10.49,9/16/2019
LON9PHCP15OUZUI,CUSFJ8BPJCOXMFX,96779.89,5.94,10/11/2025
LONP1LCLGDJYGD1,CUS5BQJXGNABQOC,59150.83,12.32,11/19/2022
LONFJUFJEP91Y0R,CUSFLZ5QOP0HVW2,8201.35,10.15,4/17/2022
LON9DC0JODJ8ZAB,CUSQGDD1BSVS0S6,57592.78,10.57,5/3/2019
LONCZR1457SEP3R,CUSYMPRTGOKC8U0,44250.54,14.67,10/6/2020
LONS9SPMOG9JB29,CUSZMBERLDG4HSJ,106745.27,6.74,8/7/2025
LONFSPARU6RCPWA,CUSFNGQYMF63CMQ,271621.25,14.04,1/27/2022
LON94XY8O6SDFUB,CUSY46KJU1FJLLE,46292.51,9.98,9/14/2019
LONESLPSWFUHLAB,CUSF3F077ELTWL1,248105.08,10.93,3/17/2025
LONEBV1HQX9BV2H,CUSOP0E62N3PP1V,1964.88,8.57,3/11/2022
LON84B8T8GH2GC1,CUSYWUDK2L9QB2Y,200157.84,6.7,11/25/2024
LONZSSY98IWSNK4,CUS1SSVAVUV18HJ,252225.52,5.36,6/18/2022
LONIYWU2MNCXILE,CUSFH3XDVQ8PKD2,80765.82,12.19,8/3/2021
LONGLKW3YM6EOWN,CUSYLIMGPK3Y8SF,58065.16,2.32,3/10/2024
LONM76O25KRHMD9,CUS4WHP3XQFYMWC,211439.95,9.17,8/25/2022
LONZNTXMWF4IXH1,CUSLSFB7RTI1UT1,205614.9,9.04,8/9/2025
LONLW8C59NRCQBO,CUS7IIV2C2QY6ZU,159327.36,2.62,5/24/2021
LON66B7LLK9REWU,CUS7351A28KYUBO,131830.83,6.28,10/11/2025
LONS7UDA4H4SAF6,CUSV1BHDZLLBPFW,236732.29,2.15,6/8/2020
LON0W6W1PJ260CV,CUS8TXX8Z5JY0X7,202183.57,2.31,10/15/2022
LON99DQSPNXDEJ5,CUSKQ2YS8BH95HH,51952.67,12.45,4/7/2022
LON1EEI24PVDH7E,CUSYHHA8WOFVH2A,219084.72,8.25,10/26/2020
LON7NU7039AWNYK,CUSXEF7M86KNNLS,122750.76,2.95,6/23/2020
LONYQK2WBBF4U6E,CUSZAOIETVAT2RA,206555.08,3.72,8/21/2023
LONVR9OJF1VAGZP,CUS3FX977HW0Y60,225764.98,7.61,1/25/2025
LON1DQ6MX4DBFK2,CUS5G6KUGGH2UI8,33346.74,11.4,1/26/2021
LONSKTG6K1M7I4N,CUSIMEHSPQVUN3Q,174233.52,8.06,1/8/2021
LON5YG0WE37AYYL,CUSOSSIMJN7KH34,117585.91,12.2,4/30/2024
LON3P5Y7NB826Y3,CUSJ190GTAYYJD3,16269.11,8.22,7/5/2021
LONXVYXZUBNIV3H,CUSX4A8EB0SLR14,238912.99,14.39,2/1/2021
LONZWU97G6KSK7L,CUSA47ZNIV3KY63,283281.37,6.43,11/13/2022
LONYZ7M4QVYQPUA,CUSGO7Z55HPQA1V,94352.14,13.68,3/22/2020
LON4K8XWRTTI4TD,CUS015951MF2S37,80520.81,8.02,10/1/2019
LONE4LTSPG0QY4Z,CUS2KDWE56IOV7W,191431.47,7.82,8/5/2019
LONL982ZKKTJQWL,CUS6RNNZUGTAV2H,90730.2,2.56,11/26/2024
LON6YTPI94KEC0V,CUS3IJ9OIRXEQZ1,94950.36,11.03,7/25/2022
LON78YGFHH7TBPN,CUSAIR7SXA7A6G7,281428.16,11.86,6/3/2025
LONK7YCYLY6NXEM,CUSA9GU795QKTOW,246117.23,5.23,2/21/2022
LON6SKW1XVKRHU9,CUSSTZ393H2N4P5,92625.24,14.6,8/8/2022
LONMZR9WAK25X9R,CUSO0ICYUZT5QXE,283681.13,3.08,3/29/2019
LONGB80SES97DGA,CUSCZTQO9I0WZ5S,196244.07,5.84,6/5/2020
LONHVX2Y483OBEP,CUSWQWCGALSOC3P,185775.74,3.53,4/2/2025
LONI5RI8ROLT9EV,CUSLRJYKCBT0EJB,148202.77,12.45,12/15/2020
LONIFYGMII0Z4KV,CUSHUL3RXSYL30K,33888.91,3.93,1/28/2022
LONMW03IMK5R0A6,CUSOM7ZTRJ67DXL,123362.77,5.52,3/23/2025
LONYM7T6DK01NY0,CUS39EJEPWVW7ZK,134503.16,3.86,6/21/2022
LON87FK7NZF4BJE,CUS65AG6DCVSI78,258273.28,10.06,11/6/2024
LONDLZEW48GHT2L,CUSP55U295766PS,32983.03,11.62,4/11/2021
LON54RX3NZ098HM,CUSUPBKFBQL3H9E,282418.21,5.24,7/17/2024
LON9RUOIC0X4L8M,CUS47I07140K36F,82789.22,13.23,6/9/2025
LON1XE29ISWCIXT,CUSKFZDVXT9G6YX,183978.55,12.6,6/18/2025
LONPS7W2BUHEF04,CUSY213DS9E2S30,119807.3,4,4/2/2021
LONMOKHTVKVB186,CUSJ2VVXXS8HE8Z,23841.93,11.95,12/15/2020
LON08YJI64JTM7Y,CUSEID7NT3VZC83,4586.56,13.14,4/30/2025
LONX1M93J21V6WH,CUSZXGKFGHCAK5U,124195.38,5.96,1/31/2025
LONJT6BD5T8I5G2,CUS1NH4QGERPWK0,235074.57,13.99,1/14/2022
LONJDXXYV6CRWNW,CUSTDAEYGWHTR1W,153342.55,2.34,10/12/2024
LONCL0OETN3FOCB,CUSSXQJ63PD19SZ,288331.16,7.48,8/18/2025
LOND0ZD8Z9BDH1I,CUS599Q1EK9OA4S,253582.06,11.89,2/12/2022
LONFC3T7HGDXZGZ,CUS119XP9N56NYX,241340.66,12.66,9/25/2021
LONK98CRY17OQUQ,CUS3OOIEXKE8I26,293368.94,4,10/1/2022
LONRU8S8XZDPA5I,CUS5L6DX0AXCI4R,20620.41,11.33,10/16/2023
LONTBMUM2UBKZN6,CUS1KXCFYHXS8X1,166203.52,7.39,6/4/2019
LON0STIL62YQ2SL,CUSSZI2SKF7PYQ3,173881.95,8.67,1/5/2022
LONWGAJ9ZM69B8J,CUS0AY1ZOJIWET8,177643.03,13.81,10/15/2021
LONHPJ3L5VFUSX3,CUSPSI155STSWKK,71707.02,7.32,8/20/2020
LONHC39Y16BKWS1,CUSYXCCBTA4LSUU,293476.66,10.9,9/21/2020
LON0K7LBTL0IZ24,CUS6TRRZMOP0M4L,258854.05,2.46,8/20/2022
LONGPK93BIEGJC0,CUS6VSB4SZ46T0R,192230.6,14.31,4/2/2022
LONQUTR009BWWPY,CUSHVQR9ZIB03N8,91780.35,7.4,3/17/2025
LONL3YXZ6D9JXVS,CUS9W8TXBQH7APL,213307.48,10.5,10/3/2023
LONLB13MISSNQUR,CUSHECQ54R0XZ3Z,267867.68,3.79,5/14/2021
LONBDXEOUOSHILK,CUS51F9O7ICX3WE,288485.82,11.88,2/16/2019
LONUADK3WJS1OP5,CUST3IMPR5RI0VK,285573.3,3.79,1/9/2023
LONQH9VKIG7L87F,CUSO73USKG4TWDI,254724.96,12.28,10/9/2020
LON2Q2S8HVVY0OQ,CUSLYGHA2SG6GD8,11372.96,11.19,12/31/2025
LONZSQ1RE7IUOFT,CUSGAB2J2GSHOMG,153975.34,4.95,10/2/2021
LON0DDJB3G6Z82K,CUS48HI1KYWMJZI,48742.86,12.9,4/17/2025
LONFW8KMPXSHEUI,CUS3U93A375JF82,52945.37,6.58,7/16/2024
LONFLDQL1ZR1K6M,CUSDB93QXGLI5GH,7577.36,6.64,3/29/2022
LONPZ0GHPMFZYCU,CUSGP5LFKEMR4BN,278449.85,5.31,1/13/2024
LON0L9AKTATJGS7,CUSVKBX4BDTEO2J,225070.6,3.04,8/5/2020
LONTA936SK56F6B,CUS4O1PB74G1NC7,280202.17,7.74,12/3/2023
LONKM9NX59VH6V0,CUSR1FG8HNHLD4U,210254.62,7.78,11/24/2022
LONCOEPE4AGJ69C,CUSVMUGYO5R79YP,203680.68,6.43,6/13/2025
LON72QNVYY1C7JS,CUSGA2IEC6U9Z8O,59475.77,7.07,7/24/2021
LONQEIL28D38BNM,CUS88OJJSYK10BL,73543.64,14.69,2/18/2019
LONQWOKY2HRP7K5,CUSKW8GO80ZQ79B,153362.07,9.08,12/30/2024
LONWAH5670WTW7K,CUS6RUS7OMM0XO7,266145.54,11.57,9/5/2023
LON6I2TPN4YX2DT,CUS5X90VMNZLN1B,209760.44,9.31,5/30/2020
LONKDXAWK0L3ZXN,CUSTGL9OXBRW243,34927.19,5.22,12/22/2022
LONZL5BG8YWQ8ZY,CUSAXXJD4V8RQL5,7470.86,3.3,11/24/2020
LONQR52ZYQ8DWC2,CUSRS2HIBUQZPIL,272443.18,13.95,3/11/2019
LONOJ0P6SCZVSO5,CUSQ9T00DEFYO9N,234238.68,7.85,7/25/2021
LONBDZJ44ARZ9MK,CUS6FJ4RAEUPRV6,165142.24,13.48,4/22/2023
LON870PUODX33CJ,CUSOR7MKWPRRIPX,15079.55,6.51,8/26/2020
LON0QYBOWXIJQN4,CUSX7W1F02VPLWU,157834.97,11.98,12/12/2021
LONMNWFEBH62QO6,CUSQEFAREZC1W9K,1689.71,13.18,5/10/2022
LONJKCVO2SOECIO,CUSH8MG2F1V6V0C,163025.33,2.58,7/12/2022
LON8YOLZAGI4SUM,CUSBZ81SDGUP50R,175818.77,11.07,9/25/2021
LON44E1FD0ADIIM,CUSWTNDO2CNBMNF,234868.23,5.89,1/2/2020
LON1JWVMPLCM2X3,CUS1K09NTN8EOHD,148645.07,13.05,3/6/2024
LONM624H5GIDN6D,CUSDQM6SMCFOLJI,29576.08,7.89,10/3/2025
LON5NCTAGU1WD0E,CUSXKFAHX7BRZCR,78188.13,6.58,8/29/2021
LONLGX8Z13DHILD,CUSC6R9ABITZRPJ,272617.45,8.45,8/3/2019
LONMV15JO8P64R6,CUSZ8VNBZ40YS1S,166137.52,2.05,6/16/2019
LON5NCH77HITUW8,CUS000MKX5RHTAP,117344.65,10.66,12/6/2023
LON3LGKQTVI6I09,CUSSUKE8XO7I88M,83410.95,13.81,4/26/2022
LONZYWWU3TDWF2Z,CUSZ62BT99KE1BS,81024.61,8.27,9/18/2022
LONDKZSH8G7YR4C,CUSA24XUDS9DJXS,293240.28,5.31,6/6/2023
LONNI9VIMMIPUOU,CUSTEQAJBE8JJXJ,203959.89,14.65,8/26/2022
LONYF7WVYQ5TR77,CUSX2KYZEBNDSL3,74595.71,10.09,3/26/2022
LONH6CELN53WPON,CUSH2E8098I9K5B,37239.61,3.79,4/6/2021
LON7NOSCK1MNUQT,CUSLA0YE42F7CZB,282141.87,2.67,4/7/2024
LONPJUOB46W5FN1,CUSG513L2XX305A,139596.54,9.16,1/8/2024
LONZX04NKO3FX31,CUSYB2ZB2OZ9SD2,12016.69,8.11,1/28/2025
LONFIMEQXET6ZJW,CUS9Z6PAHXEQW4I,255977.01,13.76,1/15/2019
LON6YZ4F01CK9GH,CUSHICRH33ZPXOP,227581.86,4.11,11/20/2021
LON3EZXG3PJNQJX,CUS1HIJ4LXO9AGI,199623.83,7.92,4/28/2019
LONLXXK31TNM1MU,CUSH1VQW18G5XOX,203656.78,3.54,11/11/2021
LONNJ6683JOIM3S,CUS5IYG3U1MY400,109021.72,3.61,4/18/2022
LONG4JUO94WHCMN,CUSY9JSLFPVNI8P,58900.12,12.6,12/26/2020
LON2TB5GLAVCYUO,CUSN0AN2SKR704P,35361.2,11.32,10/19/2021
LONKNRJ9XDA4VF2,CUST3KSK4DPG9IP,280617.9,12.01,12/28/2021
LONPV4J7OK2LCNP,CUSEUXP6R65CWD8,198266.16,6.22,9/30/2024
LONE3G1B72B62E5,CUSXUQAHQQDQZYN,203308.51,2.21,10/24/2020
LONDDK38Y81S0HK,CUSBC5550719569,121885.91,12.67,4/2/2021
LONNOPM2TIMW6HO,CUST5290S2MIRYR,125231.68,5.96,4/16/2020
LON3F1UYL0IO7S7,CUSYFT4LVOBFZ5B,154189.48,7.72,8/17/2022
LON2UIKXL97RAZ9,CUSLYQM03FOV5YS,297824.39,8.97,3/12/2019
LONAMLHY5JEXRIY,CUSBK4ON13TGW2F,241272.14,11.1,12/22/2024
LONFPI7CSF6IEA1,CUSNN2I4C25X6I8,157898.47,11.79,10/24/2024
LONH2NSQARVO4IK,CUSADFY6N6X42GC,159319.8,8.64,1/13/2024
LONAAT66Z5IKISX,CUSVZ4QKVZNEABB,271655.74,3.86,11/1/2023
LONCYN0YH6F5CJG,CUSCQQAXNRWWA5O,110405.51,8.68,8/6/2021
LONKJLY770XYWWK,CUSS4W0XTP1EOKK,248028.08,6.36,7/7/2019
LON9M50BGJIWD9I,CUSRO3PSUEO2PIB,50478.08,11.21,3/28/2022
LONE56X47LIGY2A,CUSGWSJRR76ZKLF,105456.17,10.54,10/3/2025
LONLCKC7UBE2WZS,CUSZ9EOTM1O7HLF,82882.22,6.13,10/29/2022
LON0ADQV62L6DO0,CUSWVNEY5F48NRC,108206.16,10.69,10/22/2019
LON1JEBE2Z0O2S4,CUSMPTGNBOE0NLH,230488.66,10.61,10/8/2020
LONFSVT6CD6NEAY,CUSWH6DTX4QSAZD,201439.77,9.76,5/26/2023
LONN7U5PY6LUKKI,CUSUK7D5RTXI0SZ,267420.1,7.84,12/4/2024
LONHG0T4J1HIXI1,CUS32AWOC9S6RUG,123586.28,6.76,1/7/2020
LONUXJHWWJOPWJP,CUSL5F3AXWL1H8M,292488.77,5.57,3/18/2019
LONIFRP1UOE95PZ,CUSG3RJM7VUQP5S,30032.95,11.14,7/25/2024
LONL2R1CLUXVYXH,CUSM6UDP0KJCE5J,82483.02,3.99,12/25/2024
LONNZTH8Z08QL9B,CUS498HOBPM4BIB,224413.02,4.42,10/13/2023
LONH71RSJQTYUBW,CUSU1DGPFK04533,277729.62,6.03,6/29/2023
LONAINEN33K2388,CUSPFSCOIJO3FGL,53952.6,10.19,11/16/2025
LONHPP4GKYE85NP,CUSEJF39DU6D2NW,284846.72,10.22,10/9/2021
LON91YM17X7AHP6,CUSV63VHT5LYZB4,161030.43,5.07,4/12/2022
LONL9V1IZEWZS8F,CUSIZU802NQ52NL,81507.6,8.06,1/13/2025
LON80ZOFQB6O2VV,CUSWRAFO9OVDGF9,240957.32,10.44,8/5/2019
LON01XKQQFK6XYN,CUS4B4GKORI9FUA,2250.67,6.53,10/11/2022
LONAC3TT02I8EJV,CUS0GST9T94M5CC,210876.85,12.02,12/31/2022
LON41N3XQ6BS11P,CUSUZZAH5SS4E2P,14646.17,3.72,2/27/2022
LONBQDUW38P3806,CUSB9GEL1JQOQM6,135883.89,9.65,1/1/2024
LONXSSA1OV31HPN,CUSW1I2EX49DN1L,187210.65,11.48,3/31/2023
LON7F5Y6SGYADXW,CUSQ5ZG9DROPS3D,75898.6,2.24,3/15/2024
LONK2K1640TZWPN,CUSDNSPM3VXCR0U,182242.83,5.9,3/9/2025
LONWT0KPPESE7B4,CUSL3RE2EOHBV4S,219767.88,12.83,1/20/2024
LONPKMYRBUZVCLX,CUSTTXQM18PHE3O,148841.2,12.73,8/3/2022
LONSA6OWKCDH5UV,CUSOLFARK6O0U93,131457.95,13.61,12/19/2023
LONRLUKMUKUD43H,CUSUQCCDHFWW1NC,12720.52,3.34,5/16/2025
LONEP54RSX7LVB9,CUSPEWH0LSAR1V8,240829.61,13.7,10/12/2021
LONCTYGCNVFBIV0,CUS93C7E8N2V0NU,164641.14,10.79,4/20/2021
LONV58RMBV9JB4S,CUST1ACGZZC37WJ,41188.01,8.71,8/12/2025
LON8VRM322072WO,CUSHLMIOBAP5O1U,277037.86,6.59,1/9/2021
LONUQCNJU6O2HQS,CUS2SR2NXYZTBIV,158150.02,2.2,1/21/2021
LONW1Y8KF20DLWJ,CUSDVQAVIVPYOUF,2170.28,4.85,9/23/2021
LONQ427GI7IA2WZ,CUSZMX6YZO8RTVQ,194995.1,4.44,10/4/2020
LON9R7B46RLL7K8,CUSWAFLWPPBQXPJ,38549.49,3.49,8/2/2021
LON2Q9Z3BX3UYWX,CUS1Z00V3SFAVYQ,14881.96,12.54,5/18/2024
LON3F3JOADBM4Z9,CUS24YR8QVIG4H3,104826.84,7.52,3/7/2021
LON9B10CJ8L921B,CUSJUHKTI0JMRZB,167473.83,5.71,4/13/2023
LONUFN6R0C0TRIB,CUSOMAFGFZYO6WC,41222.44,6.8,3/1/2022
LONKSR92JS9BI8F,CUS88DK2QYU9ODE,272849.44,9.63,9/24/2023
LONQU0VWVIVMXRX,CUST3981ZBW3YD5,1054.7,6.56,7/26/2020
LON8K44NULQ5KV5,CUSZCN4QUQFMJV8,276578.88,14.44,9/14/2025
LONPAJZZPAYL2Y9,CUSVSHO93QD0921,134847.51,5.47,7/17/2022
LONQLN4PB10NJR5,CUSNFVPI8CS080E,68102.11,9.94,5/26/2023
LONXSSBRO77TCW5,CUS2F1435KPNVU8,7329.32,10.03,10/11/2025
LONPK7KLTAEUC02,CUS77OY5WTUEGF4,40987.93,9.6,4/8/2024
LONF4I1UEAJFMIM,CUSVLUXQ4QJEODN,123307.78,6.71,6/1/2019
LONP9WDV6XRD687,CUSW9EBF4TQEYBF,107780.64,9.61,7/22/2024
LONZGSNI7FVQPKQ,CUSRVGR0V9D5E93,268846.35,7.95,4/4/2022
LONG4J4110R7RYY,CUSEIOQGLM0797M,226223.37,14.77,8/22/2021
LONWKE0Q87T2Y0M,CUSWV44CPMXNLS2,136349.23,14.8,8/19/2024
LONYOLOKV5LNF3T,CUS7SGIX3IJ0S9Q,252830.85,14.68,9/25/2021
LONOY6NP4HCLDDQ,CUSG1N9LS4RN4V0,217734.38,14.25,4/2/2024
LONKSDIFIEPYES1,CUSV8MFF7CHOYOD,108031.95,14.97,12/22/2023
LON70VF49PSKPTR,CUS8IMTCU2JY7T9,9488.79,10.62,10/26/2020
LON1APN2PPOOC2O,CUSX8VG0LFP0RS3,121513.2,10.81,6/22/2024
LONQCTWC72ODIPP,CUSIXJIN6PTNUT0,289772.26,11.93,10/5/2023
LONI8EVPFJQIX0K,CUSDRLCMLW83Y0M,280587.91,12.89,12/7/2025
LON3WEV4T1H2MUW,CUS0TDZQKTM61SE,235354.61,13.37,1/16/2021
LONUYHN7YSXBKVC,CUS67RS5N5VCDC4,246450.41,11.01,8/16/2023
LONEPXKRL99DXPI,CUS2M5TW91DLM5E,263860.28,2.44,12/15/2020
LONMXB90P9T7V52,CUS4BULZT9AL4HZ,116680.41,14.2,7/19/2024
LONKRS3CFEVUX9G,CUSZ7436W0BFEPJ,226980.14,11.46,11/13/2019
LONIX5ED4VV2E8S,CUSOYDQ06COJQ0J,212550.76,12.85,10/27/2024
LON9OFI6Y5DI8ZI,CUSFYKCK3Y41NJH,184444.98,7.06,6/19/2023
LONX5Y5CPAND3B6,CUSR4XIU22TLYSO,114044.27,10.32,6/4/2022
LONUGZH6GDOI742,CUSLRBJ4QY337ZJ,240649.57,3.38,2/5/2019
LON0YL2N55WBIR8,CUSIEHEUSR4JTD8,101356.73,2.08,10/31/2023
LONX9ZRZ2C9W0N2,CUSCVV1Z71K535R,137450.4,10.48,10/2/2025
LONXARKYTINZH4T,CUS0CRQ7MDFV844,271959.38,6.01,1/21/2020
LONER99TVHHU81V,CUS92W5FFYTJ297,146823.94,12.81,1/13/2021
LON221Y1BRNYB1S,CUSXX5KWIY71WKC,77335.41,13.82,6/23/2023
LON6IUYM7VIP9R6,CUS6VSJJ98M79MR,60450.88,13.72,2/13/2019
LON13ZIRZMY0FNE,CUS3SFDPHL6ERLR,194780.64,10.16,8/17/2019
LON6IR98U8QULR2,CUSYHQD8ECLY65L,104800.85,11.66,5/14/2023
LON7IANSCKEEH18,CUSONOY4MWCDUC4,128380.75,6.27,1/15/2022
LONM83HK9EQOIA5,CUSU50QYTA73U90,128588.33,3.66,4/8/2020
LONVVJ5VU4O0WS0,CUSV6ZJ02K6T845,119976.47,11.24,1/29/2022
LONQ28LY28OYKN3,CUSJPB9MEY31HOG,22293.39,13.91,7/4/2021
LONBM2GHHX5MC2G,CUSHX1019G06KT3,169128.8,12.73,3/6/2025
LONRRVCV8ZSYIKW,CUSCKUM88BW69ZM,191235.29,6.64,8/13/2020
LONWVNQET6LBLLW,CUSHK63M0BPXFH7,126508.28,4.55,3/13/2019
LON1924MALO2SQ4,CUSKV6JIO0RNI5Q,107727.57,14.63,11/20/2023
LON3XY27XGVM604,CUSH7Y9ZG2SVOIM,54581.99,5.82,9/23/2021
LON1QCVN6ZKNT9L,CUSUXGKYYUJGCO9,190789.57,2.62,9/30/2025
LON1HCJBQ1R6FCW,CUSQYCCPIEETMF1,196762.93,8.12,1/11/2025
LONX875H0Q775UG,CUS7KEDJWKE6Y5O,233406.13,5.5,2/27/2019
LONOD88T44NRI88,CUSWPR2MRC6L2M8,221524.07,11.3,10/5/2019
